Fecha,Hora,PORVL2N1
2018-05-18,12:02:18,0.99
2018-05-18,13:01:40,0.99
2018-05-18,14:01:40,0.99
2018-05-18,15:01:39,0.99
2018-05-18,16:01:41,0.19
2018-05-18,17:01:38,0.24
2018-05-18,18:01:39,0.28
2018-05-18,19:01:39,0.32
2018-05-18,20:01:38,0.37
2018-05-18,21:01:39,0.41
2018-05-18,22:01:39,0.41
2018-05-18,23:01:40,0.41
2018-05-19,00:01:40,0.45
2018-05-19,01:01:40,0.5
2018-05-19,02:01:37,0.54
2018-05-19,03:01:38,0.58
2018-05-19,04:02:17,0.62
2018-05-19,05:01:38,0.66
2018-05-19,06:01:39,0.7
2018-05-19,07:01:40,0.7
2018-05-19,08:01:42,0.71
2018-05-19,09:01:41,0.72
2018-05-19,10:01:40,0.74
2018-05-19,11:01:38,0.75
2018-05-19,12:01:39,0.75
2018-05-19,13:01:37,0.76
2018-05-19,14:01:38,0.77
2018-05-19,15:01:41,0.77
2018-05-19,16:01:40,0.78
2018-05-19,17:01:40,0.78
2018-05-19,18:01:43,0.79
2018-05-19,19:01:38,0.79
2018-05-19,20:01:39,0.36
2018-05-19,21:01:39,0.35
2018-05-19,22:01:39,0.34
2018-05-19,23:01:39,0.34
2018-05-20,00:01:39,0.34
2018-05-20,01:01:40,0.35
2018-05-20,02:01:39,0.37
2018-05-20,03:01:40,0.42
2018-05-20,04:01:38,0.48
2018-05-20,05:01:38,0.54
2018-05-20,06:01:38,0.6
2018-05-20,07:01:39,0.61
2018-05-20,08:01:40,0.62
2018-05-20,09:01:40,0.63
2018-05-20,10:01:42,0.65
2018-05-20,11:01:41,0.67
2018-05-20,12:01:44,0.68
2018-05-20,13:01:39,0.69
2018-05-20,14:01:39,0.7
2018-05-20,15:01:48,0.71
2018-05-20,16:01:39,0.72
2018-05-20,17:01:45,0.73
2018-05-20,18:01:42,0.74
2018-05-20,19:01:40,0.74
2018-05-20,20:01:41,0.75
2018-05-20,21:01:39,0.75
2018-05-20,22:01:39,0.76
2018-05-20,23:01:39,0.77
2018-05-21,00:01:41,0.77
2018-05-21,01:01:38,0.78
2018-05-21,02:01:39,0.78
2018-05-21,03:01:39,0.79
2018-05-21,04:01:38,0.79
2018-05-21,05:01:39,0.79
2018-05-21,06:01:40,0.8
2018-05-21,07:01:45,0.8
2018-05-21,08:01:41,0.81
2018-05-21,09:01:39,0.82
2018-05-21,10:01:40,0.82
2018-05-21,11:01:38,0.83
2018-05-21,12:01:40,0.83
2018-05-21,13:01:39,0.83
2018-05-21,14:01:39,0.82
2018-05-21,15:01:40,0.82
2018-05-21,16:01:41,0.82
2018-05-21,17:01:40,0.82
2018-05-21,18:01:39,0.82
2018-05-21,19:01:38,0.83
2018-05-21,20:01:38,0.83
2018-05-21,21:01:40,0.83
2018-05-21,22:01:40,0.83
2018-05-21,23:01:39,0.83
2018-05-22,00:01:40,0.84
2018-05-22,01:01:40,0.84
2018-05-22,02:01:38,0.84
2018-05-22,03:01:38,0.84
2018-05-22,04:01:42,0.84
2018-05-22,05:01:38,0.84
2018-05-22,06:01:38,0.85
2018-05-22,07:01:40,0.85
2018-05-22,08:01:40,0.85
2018-05-22,09:01:40,0.86
2018-05-22,10:01:41,0.87
2018-05-22,11:01:39,0.87
2018-05-22,12:01:42,0.88
2018-05-22,13:01:39,0.88
2018-05-22,14:01:44,0.88
2018-05-22,15:01:39,0.88
2018-05-22,16:01:39,0.88
2018-05-22,17:01:42,0.88
2018-05-22,18:01:40,0.88
2018-05-22,19:01:40,0.88
2018-05-22,20:01:40,0.88
2018-05-22,21:01:45,0.88
2018-05-22,22:01:39,0.89
2018-05-22,23:01:40,0.88
2018-05-23,00:01:39,0.88
2018-05-23,01:01:38,0.88
2018-05-23,02:01:39,0.88
2018-05-23,03:01:39,0.88
2018-05-23,04:01:40,0.87
2018-05-23,05:01:41,0.87
2018-05-23,06:01:41,0.87
2018-05-23,07:01:39,0.87
2018-05-23,08:01:40,0.88
2018-05-23,09:01:39,0.88
2018-05-23,10:01:39,0.88
2018-05-23,11:01:39,0.89
2018-05-23,12:01:39,0.89
2018-05-23,13:01:41,0.89
2018-05-23,14:01:42,0.89
2018-05-23,15:01:39,0.89
2018-05-23,16:01:39,0.87
2018-05-23,17:01:39,0.85
2018-05-23,18:01:39,0.83
2018-05-23,19:01:40,0.82
2018-05-23,20:02:18,0.81
2018-05-23,21:01:41,0.81
2018-05-23,22:01:41,0.8
2018-05-23,23:01:41,0.8
2018-05-24,00:01:39,0.79
2018-05-24,01:01:39,0.79
2018-05-24,02:01:39,0.78
2018-05-24,03:01:39,0.77
2018-05-24,04:01:39,0.76
2018-05-24,05:01:39,0.76
2018-05-24,06:01:45,0.75
2018-05-24,07:01:46,0.75
2018-05-24,08:01:47,0.76
2018-05-24,09:01:40,0.76
2018-05-24,10:01:49,0.76
2018-05-24,11:01:41,0.76
2018-05-24,12:01:41,0.77
2018-05-24,13:01:40,0.77
2018-05-24,14:01:42,0.77
2018-05-24,15:01:42,0.78
2018-05-24,16:01:40,0.78
2018-05-24,17:01:40,0.78
2018-05-24,18:01:38,0.78
2018-05-24,19:01:39,0.78
2018-05-24,20:01:39,0.78
2018-05-24,21:01:40,0.79
2018-05-24,22:01:41,0.79
2018-05-24,23:01:41,0.79
2018-05-25,00:01:41,0.8
2018-05-25,01:01:39,0.8
2018-05-25,02:01:39,0.8
2018-05-25,03:01:39,0.81
2018-05-25,04:01:39,0.81
2018-05-25,05:01:40,0.81
2018-05-25,06:01:40,0.81
2018-05-25,07:01:41,0.81
2018-05-25,08:01:44,0.82
2018-05-25,09:01:39,0.82
2018-05-25,10:01:41,0.83
2018-05-25,11:01:42,0.84
2018-05-25,12:01:41,0.84
2018-05-25,13:02:12,0.84
2018-05-25,14:01:39,0.84
2018-05-25,15:01:40,0.85
2018-05-25,16:01:40,0.85
2018-05-25,17:01:39,0.85
2018-05-25,18:01:41,0.85
2018-05-25,19:01:40,0.85
2018-05-25,20:01:41,0.85
2018-05-25,21:01:42,0.85
2018-05-25,22:01:39,0.85
2018-05-25,23:01:41,0.85
2018-05-26,00:01:39,0.85
2018-05-26,01:01:39,0.85
2018-05-26,02:01:40,0.86
2018-05-26,03:01:40,0.86
2018-05-26,04:01:40,0.86
2018-05-26,05:01:45,0.86
2018-05-26,06:01:41,0.86
2018-05-26,07:01:40,0.86
2018-05-26,08:01:44,0.87
2018-05-26,09:01:39,0.87
2018-05-26,10:01:40,0.87
2018-05-26,11:01:40,0.88
2018-05-26,12:01:41,0.88
2018-05-26,13:01:41,0.87
2018-05-26,14:01:42,0.87
2018-05-26,15:01:42,0.87
2018-05-26,16:01:40,0.86
2018-05-26,17:01:40,0.86
2018-05-26,18:02:19,0.85
2018-05-26,19:01:40,0.85
2018-05-26,20:01:41,0.84
2018-05-26,21:01:40,0.83
2018-05-26,22:01:42,0.82
2018-05-26,23:01:42,0.82
2018-05-27,00:01:39,0.81
2018-05-27,01:01:40,0.81
2018-05-27,02:01:40,0.81
2018-05-27,03:01:39,0.8
2018-05-27,04:01:40,0.8
2018-05-27,05:01:40,0.8
2018-05-27,06:01:41,0.8
2018-05-27,07:01:42,0.81
2018-05-27,08:01:45,0.81
2018-05-27,09:01:41,0.82
2018-05-27,10:01:41,0.83
2018-05-27,11:01:40,0.83
2018-05-27,12:01:41,0.84
2018-05-27,13:01:43,0.84
2018-05-27,14:02:19,0.84
2018-05-27,15:01:42,0.85
2018-05-27,16:01:43,0.85
2018-05-27,17:01:42,0.85
2018-05-27,18:01:40,0.85
2018-05-27,19:01:40,0.85
2018-05-27,20:01:40,0.85
2018-05-27,21:01:41,0.85
2018-05-27,22:01:41,0.85
2018-05-27,23:01:42,0.86
2018-05-28,00:01:44,0.86
2018-05-28,01:01:42,0.86
2018-05-28,02:02:18,0.86
2018-05-28,03:01:40,0.86
2018-05-28,04:01:40,0.86
2018-05-28,05:01:40,0.87
2018-05-28,06:01:44,0.87
2018-05-28,07:01:42,0.87
2018-05-28,08:01:42,0.87
2018-05-28,09:01:42,0.88
2018-05-28,10:01:43,0.88
2018-05-28,11:01:43,0.89
2018-05-28,12:01:41,0.89
2018-05-28,13:01:40,0.89
2018-05-28,14:01:43,0.9
2018-05-28,15:01:41,0.9
2018-05-28,16:01:41,0.9
2018-05-28,17:01:42,0.9
2018-05-28,18:01:45,0.9
2018-05-28,19:01:44,0.9
2018-05-28,20:01:41,0.9
2018-05-28,21:01:41,0.9
2018-05-28,22:01:40,0.9
2018-05-28,23:01:42,0.9
2018-05-29,00:01:41,0.9
2018-05-29,01:01:41,0.9
2018-05-29,02:01:41,0.9
2018-05-29,03:01:42,0.9
2018-05-29,04:01:40,0.9
2018-05-29,05:01:40,0.9
2018-05-29,06:01:41,0.9
2018-05-29,07:01:41,0.91
2018-05-29,08:01:43,0.91
2018-05-29,09:01:42,0.91
2018-05-29,10:01:42,0.92
2018-05-29,11:01:42,0.92
2018-05-29,12:01:44,0.93
2018-05-29,13:01:44,0.92
2018-05-29,14:01:42,0.93
2018-05-29,15:01:46,0.93
2018-05-29,16:01:42,0.93
2018-05-29,17:01:42,0.93
2018-05-29,18:01:44,0.93
2018-05-29,19:01:41,0.93
2018-05-29,20:01:40,0.93
2018-05-29,21:01:40,0.93
2018-05-29,22:01:40,0.93
2018-05-29,23:01:44,0.93
2018-05-30,00:02:39,0.93
2018-05-30,01:01:41,0.93
2018-05-30,02:01:42,0.93
2018-05-30,03:01:42,0.93
2018-05-30,04:01:40,0.94
2018-05-30,05:01:39,0.94
2018-05-30,06:01:41,0.94
2018-05-30,07:01:41,0.94
2018-05-30,08:01:41,0.94
2018-05-30,09:01:42,0.95
2018-05-30,10:01:42,0.95
2018-05-30,11:01:40,0.96
2018-05-30,12:01:41,0.96
2018-05-30,13:01:40,0.96
2018-05-30,14:01:40,0.96
2018-05-30,15:01:46,0.96
2018-05-30,16:01:42,0.96
2018-05-30,17:01:42,0.96
2018-05-30,18:01:42,0.96
2018-05-30,19:01:42,0.47
2018-05-30,20:01:41,0.48
2018-05-30,21:01:41,0.5
2018-05-30,22:01:40,0.61
2018-05-30,23:01:43,0.62
2018-05-31,00:01:44,0.63
2018-05-31,01:01:41,0.65
2018-05-31,02:01:45,0.66
2018-05-31,03:01:43,0.68
2018-05-31,04:01:40,0.69
2018-05-31,05:01:44,0.7
2018-05-31,06:01:43,0.71
2018-05-31,07:01:45,0.72
2018-05-31,08:01:43,0.73
2018-05-31,09:01:43,0.74
2018-05-31,10:01:52,0.75
2018-05-31,11:01:41,0.76
2018-05-31,12:01:41,0.77
2018-05-31,13:01:42,0.78
2018-05-31,14:01:42,0.78
2018-05-31,15:01:42,0.79
2018-05-31,16:01:43,0.79
2018-05-31,17:02:22,0.8
2018-05-31,18:02:12,0.8
2018-05-31,19:01:44,0.8
2018-05-31,20:01:43,0.81
2018-05-31,21:01:41,0.81
2018-05-31,22:01:44,0.81
2018-05-31,23:01:42,0.82
2018-06-01,00:01:42,0.82
2018-06-01,01:01:40,0.83
2018-06-01,02:01:44,0.83
2018-06-01,03:01:41,0.83
2018-06-01,04:01:42,0.83
2018-06-01,05:02:08,0.84
2018-06-01,06:01:42,0.84
2018-06-01,07:01:42,0.84
2018-06-01,08:01:45,0.85
2018-06-01,09:01:43,0.85
2018-06-01,10:01:44,0.86
2018-06-01,11:01:41,0.86
2018-06-01,12:01:42,0.86
2018-06-01,13:01:41,0.86
2018-06-01,14:01:42,0.86
2018-06-01,15:01:41,0.85
2018-06-01,16:01:42,0.84
2018-06-01,17:01:42,0.84
2018-06-01,18:01:43,0.84
2018-06-01,19:01:44,0.84
2018-06-01,20:01:42,0.84
2018-06-01,21:01:41,0.84
2018-06-01,22:01:41,0.84
2018-06-01,23:01:42,0.84
2018-06-02,00:01:42,0.84
2018-06-02,01:01:41,0.84
2018-06-02,02:01:43,0.84
2018-06-02,03:01:43,0.84
2018-06-02,04:01:40,0.85
2018-06-02,05:01:41,0.85
2018-06-02,06:01:41,0.85
2018-06-02,07:01:45,0.85
2018-06-02,08:01:41,0.85
2018-06-02,09:01:42,0.86
2018-06-02,10:01:43,0.87
2018-06-02,11:01:43,0.88
2018-06-02,12:01:44,0.89
2018-06-02,13:01:43,0.89
2018-06-02,14:01:42,0.89
2018-06-02,15:01:41,0.89
2018-06-02,16:01:41,0.89
2018-06-02,17:01:42,0.89
2018-06-02,18:01:42,0.89
2018-06-02,19:01:43,0.89
2018-06-02,20:01:43,0.89
2018-06-02,21:01:46,0.89
2018-06-02,22:01:42,0.89
2018-06-02,23:01:41,0.89
2018-06-03,00:01:42,0.89
2018-06-03,01:01:41,0.89
2018-06-03,02:01:41,0.9
2018-06-03,03:01:42,0.9
2018-06-03,04:01:42,0.9
2018-06-03,05:01:42,0.9
2018-06-03,06:01:42,0.9
2018-06-03,07:01:43,0.9
2018-06-03,08:01:45,0.91
2018-06-03,09:01:41,0.91
2018-06-03,10:01:45,0.91
2018-06-03,11:01:42,0.91
2018-06-03,12:01:42,0.91
2018-06-03,13:01:42,0.92
2018-06-03,14:02:24,0.92
2018-06-03,15:01:43,0.92
2018-06-03,16:01:41,0.92
2018-06-03,17:01:41,0.92
2018-06-03,18:01:41,0.92
2018-06-03,19:01:41,0.92
2018-06-03,20:01:42,0.92
2018-06-03,21:01:43,0.92
2018-06-03,22:01:43,0.92
2018-06-03,23:01:43,0.92
2018-06-04,00:01:41,0.92
2018-06-04,01:01:41,0.92
2018-06-04,02:01:41,0.92
2018-06-04,03:01:40,0.93
2018-06-04,04:01:41,0.93
2018-06-04,05:01:41,0.93
2018-06-04,06:01:42,0.93
2018-06-04,07:01:43,0.93
2018-06-04,08:01:47,0.93
2018-06-04,09:01:44,0.94
2018-06-04,10:01:42,0.94
2018-06-04,11:01:42,0.94
2018-06-04,12:01:41,0.94
2018-06-04,13:01:42,0.95
2018-06-04,14:01:43,0.95
2018-06-04,15:01:43,0.95
2018-06-04,16:01:43,0.95
2018-06-04,17:01:44,0.95
2018-06-04,18:01:44,0.95
2018-06-04,19:01:42,0.95
2018-06-04,20:01:41,0.95
2018-06-04,21:01:41,0.95
2018-06-04,22:01:42,0.95
2018-06-04,23:01:43,0.95
2018-06-05,00:01:42,0.95
2018-06-05,01:01:45,0.95
2018-06-05,02:01:41,0.95
2018-06-05,03:01:41,0.95
2018-06-05,04:01:42,0.95
2018-06-05,05:01:43,0.95
2018-06-05,06:01:45,0.95
2018-06-05,07:01:44,0.95
2018-06-05,08:01:43,0.96
2018-06-05,09:01:42,0.96
2018-06-05,10:01:42,0.96
2018-06-05,11:01:42,0.96
2018-06-05,12:01:53,0.97
2018-06-05,13:01:43,0.97
2018-06-05,14:01:45,0.97
2018-06-05,15:01:43,0.98
2018-06-05,16:01:44,0.98
2018-06-05,17:01:42,0.98
2018-06-05,18:01:45,0.98
2018-06-05,19:01:42,0.97
2018-06-05,20:01:42,0.97
2018-06-05,21:01:47,0.97
2018-06-05,22:01:43,0.97
2018-06-05,23:01:43,0.97
2018-06-06,00:01:42,0.97
2018-06-06,01:01:42,0.97
2018-06-06,02:01:42,0.98
2018-06-06,03:01:43,0.98
2018-06-06,04:01:44,0.98
2018-06-06,05:01:44,0.98
2018-06-06,06:01:42,0.98
2018-06-06,07:01:43,0.98
2018-06-06,08:01:42,0.98
2018-06-06,09:01:42,0.98
2018-06-06,10:01:43,0.98
2018-06-06,11:01:46,0.99
2018-06-06,12:01:48,0.99
2018-06-06,13:01:44,0.99
2018-06-06,14:01:45,0.99
2018-06-06,15:01:45,0.99
2018-06-06,16:01:52,0.99
2018-06-06,17:01:42,0.99
2018-06-06,18:03:23,0.99
2018-06-06,19:02:24,0.99
2018-06-06,20:01:45,0.99
2018-06-06,21:01:43,0.99
2018-06-06,22:01:44,0.99
2018-06-06,23:01:45,0.99
2018-06-07,00:01:45,0.99
2018-06-07,01:01:43,0.99
2018-06-07,02:01:44,0.99
2018-06-07,03:01:42,0.99
2018-06-07,04:01:42,0.99
2018-06-07,05:01:45,0.99
2018-06-07,06:01:44,0.99
2018-06-07,07:01:47,1.0
2018-06-07,08:01:42,1.0
2018-06-07,09:01:43,1.01
2018-06-07,10:01:42,1.01
2018-06-07,11:01:45,1.02
2018-06-07,12:01:46,1.02
2018-06-07,13:01:43,1.02
2018-06-07,14:01:47,1.02
2018-06-07,15:01:44,1.02
2018-06-07,16:01:44,1.02
2018-06-07,17:01:42,1.02
2018-06-07,18:02:17,1.02
2018-06-07,19:01:41,1.02
2018-06-07,20:01:43,1.01
2018-06-07,21:01:43,0.16
2018-06-07,22:01:44,0.18
2018-06-07,23:01:44,0.25
2018-06-08,00:01:45,0.32
2018-06-08,01:01:45,0.38
2018-06-08,02:01:45,0.43
2018-06-08,03:01:42,0.49
2018-06-08,04:01:42,0.51
2018-06-08,05:01:43,0.52
2018-06-08,06:01:45,0.63
2018-06-08,07:01:44,0.64
2018-06-08,08:01:45,0.65
2018-06-08,09:01:44,0.66
2018-06-08,10:01:46,0.68
2018-06-08,11:01:42,0.69
2018-06-08,12:01:43,0.7
2018-06-08,13:01:43,0.71
2018-06-08,14:01:46,0.72
2018-06-08,15:01:44,0.73
2018-06-08,16:01:47,0.74
2018-06-08,17:01:45,0.74
2018-06-08,18:01:43,0.75
2018-06-08,19:01:43,0.76
2018-06-08,20:01:42,0.77
2018-06-08,21:01:43,0.77
2018-06-08,22:01:46,0.78
2018-06-08,23:01:44,0.78
2018-06-09,00:01:44,0.79
2018-06-09,01:01:44,0.79
2018-06-09,02:01:45,0.8
2018-06-09,03:01:44,0.8
2018-06-09,04:01:42,0.8
2018-06-09,05:01:43,0.81
2018-06-09,06:01:43,0.81
2018-06-09,07:01:44,0.81
2018-06-09,08:01:44,0.81
2018-06-09,09:01:52,0.81
2018-06-09,10:02:24,0.81
2018-06-09,11:01:43,0.82
2018-06-09,12:01:46,0.82
2018-06-09,13:01:43,0.82
2018-06-09,14:01:43,0.82
2018-06-09,15:01:44,0.83
2018-06-09,16:01:44,0.83
2018-06-09,17:01:47,0.83
2018-06-09,18:01:44,0.83
2018-06-09,19:01:45,0.83
2018-06-09,20:01:43,0.83
2018-06-09,21:01:45,0.83
2018-06-09,22:01:43,0.83
2018-06-09,23:01:43,0.83
2018-06-10,00:01:49,0.83
2018-06-10,01:01:44,0.82
2018-06-10,02:01:43,0.82
2018-06-10,03:01:43,0.82
2018-06-10,04:01:43,0.82
2018-06-10,05:01:44,0.82
2018-06-10,06:01:45,0.82
2018-06-10,07:01:43,0.82
2018-06-10,08:01:42,0.83
2018-06-10,09:01:43,0.83
2018-06-10,10:01:46,0.84
2018-06-10,11:01:43,0.84
2018-06-10,12:01:43,0.85
2018-06-10,13:01:44,0.85
2018-06-10,14:01:44,0.85
2018-06-10,15:01:45,0.85
2018-06-10,16:01:43,0.85
2018-06-10,17:01:46,0.86
2018-06-10,18:01:42,0.86
2018-06-10,19:01:48,0.86
2018-06-10,20:01:43,0.86
2018-06-10,21:01:45,0.86
2018-06-10,22:01:47,0.87
2018-06-10,23:01:44,0.87
2018-06-11,00:02:23,0.87
2018-06-11,01:02:23,0.87
2018-06-11,02:01:49,0.87
2018-06-11,03:01:42,0.87
2018-06-11,04:01:43,0.88
2018-06-11,05:01:43,0.88
2018-06-11,06:01:44,0.88
2018-06-11,07:01:45,0.88
2018-06-11,08:01:45,0.89
2018-06-11,09:01:46,0.89
2018-06-11,10:02:21,0.89
2018-06-11,11:01:46,0.9
2018-06-11,12:01:43,0.9
2018-06-11,13:01:44,0.91
2018-06-11,14:01:44,0.9
2018-06-11,15:01:45,0.9
2018-06-11,16:01:43,0.72
2018-06-11,17:01:46,0.72
2018-06-11,18:02:01,0.12
2018-06-11,19:01:44,0.19
2018-06-11,20:01:46,0.26
2018-06-11,21:01:55,0.3
2018-06-11,22:01:44,0.34
2018-06-11,23:01:44,0.38
2018-06-12,00:01:44,0.42
2018-06-12,01:01:44,0.46
2018-06-12,02:01:44,0.47
2018-06-12,03:01:44,0.49
2018-06-12,04:01:44,0.51
2018-06-12,05:01:45,0.53
2018-06-12,06:01:46,0.56
2018-06-12,07:01:45,0.58
2018-06-12,08:01:44,0.6
2018-06-12,09:01:44,0.62
2018-06-12,10:01:47,0.64
2018-06-12,11:01:45,0.66
2018-06-12,12:01:44,0.67
2018-06-12,13:02:24,0.69
2018-06-12,14:01:46,0.7
2018-06-12,15:01:47,0.71
2018-06-12,16:02:47,0.71
2018-06-12,17:01:53,0.72
2018-06-12,18:01:45,0.73
2018-06-12,19:01:44,0.73
2018-06-12,20:01:49,0.74
2018-06-12,21:01:45,0.74
2018-06-12,22:01:45,0.75
2018-06-12,23:01:46,0.76
2018-06-13,00:01:46,0.76
2018-06-13,01:01:43,0.76
2018-06-13,02:01:44,0.77
2018-06-13,03:01:44,0.77
2018-06-13,04:01:44,0.77
2018-06-13,05:01:44,0.78
2018-06-13,06:01:45,0.78
2018-06-13,07:01:43,0.79
2018-06-13,08:01:44,0.79
2018-06-13,09:01:44,0.8
2018-06-13,10:01:43,0.8
2018-06-13,11:01:43,0.81
2018-06-13,12:01:46,0.81
2018-06-13,13:01:45,0.82
2018-06-13,14:01:45,0.82
2018-06-13,15:01:47,0.82
2018-06-13,16:01:44,0.83
2018-06-13,17:01:55,0.83
2018-06-13,18:01:44,0.83
2018-06-13,19:01:47,0.83
2018-06-13,20:01:44,0.84
2018-06-13,21:01:45,0.84
2018-06-13,22:01:48,0.84
2018-06-13,23:01:44,0.84
2018-06-14,00:01:44,0.85
2018-06-14,01:01:44,0.85
2018-06-14,02:01:45,0.85
2018-06-14,03:02:24,0.85
2018-06-14,04:01:46,0.85
2018-06-14,05:01:43,0.85
2018-06-14,06:01:44,0.86
2018-06-14,07:01:44,0.86
2018-06-14,08:01:44,0.86
2018-06-14,09:01:45,0.87
2018-06-14,10:01:48,0.87
2018-06-14,11:01:46,0.88
2018-06-14,12:01:46,0.88
2018-06-14,13:02:16,0.89
2018-06-14,14:01:45,0.89
2018-06-14,15:01:44,0.89
2018-06-14,16:01:54,0.89
2018-06-14,17:01:48,0.89
2018-06-14,18:01:44,0.89
2018-06-14,19:01:45,0.89
2018-06-14,20:03:37,0.89
2018-06-14,21:01:46,0.18
2018-06-14,22:01:44,0.16
2018-06-14,23:01:44,0.16
2018-06-15,00:01:47,0.14
2018-06-15,01:01:46,0.13
2018-06-15,02:01:43,0.14
2018-06-15,03:01:44,0.15
2018-06-15,04:01:44,0.17
2018-06-15,05:01:44,0.19
2018-06-15,06:01:46,0.24
2018-06-15,07:01:45,0.28
2018-06-15,08:01:46,0.33
2018-06-15,09:01:46,0.38
2018-06-15,10:01:49,0.43
2018-06-15,11:01:45,0.44
2018-06-15,12:01:45,0.46
2018-06-15,13:01:44,0.56
2018-06-15,14:01:47,0.56
2018-06-15,15:01:45,0.57
2018-06-15,16:01:49,0.59
2018-06-15,17:01:46,0.61
2018-06-15,18:01:55,0.62
2018-06-15,19:01:49,0.64
2018-06-15,20:01:44,0.65
2018-06-15,21:01:44,0.66
2018-06-15,22:01:44,0.67
2018-06-15,23:01:45,0.68
2018-06-16,00:02:23,0.69
2018-06-16,01:01:45,0.7
2018-06-16,02:01:46,0.71
2018-06-16,03:01:46,0.71
2018-06-16,04:01:44,0.72
2018-06-16,05:01:44,0.73
2018-06-16,06:01:44,0.73
2018-06-16,07:01:45,0.74
2018-06-16,08:01:51,0.74
2018-06-16,09:01:46,0.75
2018-06-16,10:01:47,0.75
2018-06-16,11:01:47,0.76
2018-06-16,12:01:51,0.76
2018-06-16,13:01:46,0.77
2018-06-16,14:01:52,0.77
2018-06-16,15:01:44,0.78
2018-06-16,16:01:45,0.78
2018-06-16,17:01:44,0.78
2018-06-16,18:01:46,0.78
2018-06-16,19:01:47,0.79
2018-06-16,20:03:35,0.79
2018-06-16,21:01:47,0.79
2018-06-16,22:01:44,0.8
2018-06-16,23:01:45,0.8
2018-06-17,00:01:44,0.8
2018-06-17,01:01:45,0.8
2018-06-17,02:02:39,0.81
2018-06-17,03:01:44,0.81
2018-06-17,04:01:45,0.81
2018-06-17,05:01:44,0.81
2018-06-17,06:01:45,0.82
2018-06-17,07:01:49,0.82
2018-06-17,08:01:45,0.82
2018-06-17,09:01:47,0.82
2018-06-17,10:01:47,0.83
2018-06-17,11:01:59,0.83
2018-06-17,12:01:45,0.83
2018-06-17,13:01:48,0.84
2018-06-17,14:01:48,0.84
2018-06-17,15:02:03,0.84
2018-06-17,16:02:05,0.84
2018-06-17,17:01:47,0.84
2018-06-17,18:02:25,0.84
2018-06-17,19:01:49,0.84
2018-06-17,20:02:23,0.85
2018-06-17,21:01:46,0.85
2018-06-17,22:01:44,0.85
2018-06-17,23:01:46,0.85
2018-06-18,00:01:44,0.85
2018-06-18,01:01:45,0.85
2018-06-18,02:01:46,0.85
2018-06-18,03:01:47,0.85
2018-06-18,04:01:47,0.84
2018-06-18,05:01:45,0.84
2018-06-18,06:01:49,0.84
2018-06-18,07:01:46,0.84
2018-06-18,08:01:47,0.84
2018-06-18,09:01:55,0.85
2018-06-18,10:01:47,0.85
2018-06-18,11:01:50,0.85
2018-06-18,12:01:55,0.86
2018-06-18,13:01:47,0.86
2018-06-18,14:01:48,0.86
2018-06-18,15:01:58,0.87
2018-06-18,16:01:47,0.87
2018-06-18,17:01:49,0.87
2018-06-18,18:01:46,0.87
2018-06-18,19:01:47,0.87
2018-06-18,20:03:36,0.87
2018-06-18,21:01:49,0.22
2018-06-18,22:01:45,0.22
2018-06-18,23:01:45,0.24
2018-06-19,00:01:45,0.27
2018-06-19,01:01:45,0.3
2018-06-19,02:01:45,0.34
2018-06-19,03:01:46,0.37
2018-06-19,04:01:46,0.41
2018-06-19,05:01:46,0.44
2018-06-19,06:01:48,0.48
2018-06-19,07:01:45,0.49
2018-06-19,08:01:46,0.51
2018-06-19,09:01:45,0.52
2018-06-19,10:01:54,0.53
2018-06-19,11:01:50,0.53
2018-06-19,12:01:51,0.54
2018-06-19,13:01:57,0.54
2018-06-19,14:01:46,0.55
2018-06-19,15:01:48,0.55
2018-06-19,16:01:47,0.56
2018-06-19,17:01:47,0.56
2018-06-19,18:01:47,0.56
2018-06-19,19:01:49,0.57
2018-06-19,20:02:43,0.57
2018-06-19,21:02:43,0.58
2018-06-19,22:01:49,0.57
2018-06-19,23:01:47,0.55
2018-06-20,00:01:45,0.53
2018-06-20,01:01:45,0.52
2018-06-20,02:01:45,0.52
2018-06-20,03:01:45,0.53
2018-06-20,04:01:45,0.54
2018-06-20,05:01:46,0.56
2018-06-20,06:01:46,0.57
2018-06-20,07:01:50,0.59
2018-06-20,08:01:48,0.61
2018-06-20,09:01:47,0.63
2018-06-20,10:01:50,0.65
2018-06-20,11:01:48,0.67
2018-06-20,12:01:48,0.68
2018-06-20,13:01:46,0.69
2018-06-20,14:01:55,0.7
2018-06-20,15:01:47,0.71
2018-06-20,16:01:47,0.71
2018-06-20,17:02:20,0.72
2018-06-20,18:01:48,0.73
2018-06-20,19:01:45,0.73
2018-06-20,20:01:47,0.74
2018-06-20,21:01:46,0.74
2018-06-20,22:02:16,0.74
2018-06-20,23:01:46,0.53
2018-06-21,00:01:45,0.51
2018-06-21,01:01:45,0.12
2018-06-21,02:01:47,0.14
2018-06-21,03:04:12,0.21
2018-06-21,04:01:49,0.27
2018-06-21,05:01:48,0.34
2018-06-21,06:01:49,0.39
2018-06-21,07:01:46,0.43
2018-06-21,08:01:46,0.48
2018-06-21,09:01:48,0.53
2018-06-21,10:01:49,0.54
2018-06-21,11:01:53,0.55
2018-06-21,12:01:48,0.57
2018-06-21,13:01:48,0.58
2018-06-21,14:01:52,0.6
2018-06-21,15:01:54,0.61
2018-06-21,16:01:51,0.63
2018-06-21,17:01:46,0.64
